,Calendar_year,Carbon_year,Carbon_error
0,0.0,199.0,10.0
1,1.0,197.0,10.0
2,2.0,195.0,9.0
3,3.0,193.0,10.0
4,4.0,190.0,10.0
5,5.0,188.0,10.0
6,6.0,185.0,10.0
7,7.0,181.0,10.0
8,8.0,178.0,10.0
9,9.0,174.0,10.0
10,10.0,170.0,10.0
11,11.0,166.0,10.0
12,12.0,163.0,10.0
13,13.0,161.0,10.0
14,14.0,160.0,10.0
15,15.0,160.0,10.0
16,16.0,161.0,10.0
17,17.0,162.0,10.0
18,18.0,163.0,10.0
19,19.0,164.0,10.0
20,20.0,163.0,10.0
21,21.0,162.0,10.0
22,22.0,160.0,10.0
23,23.0,156.0,10.0
24,24.0,153.0,10.0
25,25.0,149.0,10.0
26,26.0,146.0,10.0
27,27.0,143.0,10.0
28,28.0,141.0,10.0
29,29.0,140.0,10.0
30,30.0,137.0,10.0
31,31.0,135.0,10.0
32,32.0,132.0,9.0
33,33.0,129.0,9.0
34,34.0,126.0,9.0
35,35.0,123.0,9.0
36,36.0,121.0,10.0
37,37.0,120.0,9.0
38,38.0,119.0,9.0
39,39.0,119.0,9.0
40,40.0,118.0,9.0
41,41.0,116.0,10.0
42,42.0,113.0,9.0
43,43.0,110.0,10.0
44,44.0,106.0,10.0
45,45.0,102.0,10.0
46,46.0,99.0,10.0
47,47.0,96.0,10.0
48,48.0,95.0,10.0
49,49.0,95.0,10.0
50,50.0,96.0,10.0
51,51.0,97.0,10.0
52,52.0,98.0,10.0
53,53.0,99.0,10.0
54,54.0,98.0,10.0
55,55.0,99.0,10.0
56,56.0,99.0,10.0
57,57.0,101.0,10.0
58,58.0,103.0,10.0
59,59.0,107.0,10.0
60,60.0,110.0,10.0
61,61.0,113.0,9.0
62,62.0,115.0,9.0
63,63.0,116.0,10.0
64,64.0,117.0,10.0
65,65.0,116.0,10.0
66,66.0,115.0,9.0
67,67.0,114.0,10.0
68,68.0,114.0,10.0
69,69.0,116.0,10.0
70,70.0,118.0,9.0
71,71.0,121.0,10.0
72,72.0,125.0,9.0
73,73.0,128.0,9.0
74,74.0,130.0,9.0
75,75.0,130.0,9.0
76,76.0,130.0,9.0
77,77.0,129.0,9.0
78,78.0,127.0,9.0
79,79.0,125.0,9.0
80,80.0,124.0,9.0
81,81.0,123.0,9.0
82,82.0,124.0,9.0
83,83.0,125.0,9.0
84,84.0,127.0,9.0
85,85.0,128.0,9.0
86,86.0,129.0,9.0
87,87.0,128.0,9.0
88,88.0,127.0,9.0
89,89.0,126.0,9.0
90,90.0,125.0,9.0
91,91.0,124.0,9.0
92,92.0,125.0,9.0
93,93.0,125.0,9.0
94,94.0,126.0,9.0
95,95.0,127.0,9.0
96,96.0,127.0,9.0
97,97.0,127.0,9.0
98,98.0,126.0,9.0
99,99.0,125.0,9.0
100,100.0,124.0,9.0
101,101.0,124.0,9.0
102,102.0,123.0,9.0
103,103.0,124.0,9.0
104,104.0,124.0,9.0
105,105.0,125.0,9.0
106,106.0,126.0,9.0
107,107.0,127.0,9.0
108,108.0,128.0,9.0
109,109.0,129.0,9.0
110,110.0,129.0,9.0
111,111.0,128.0,9.0
112,112.0,127.0,9.0
113,113.0,124.0,9.0
114,114.0,121.0,10.0
115,115.0,117.0,10.0
116,116.0,112.0,10.0
117,117.0,108.0,10.0
118,118.0,104.0,10.0
119,119.0,100.0,10.0
120,120.0,98.0,10.0
121,121.0,96.0,10.0
122,122.0,96.0,10.0
123,123.0,96.0,10.0
124,124.0,98.0,10.0
125,125.0,100.0,10.0
126,126.0,102.0,10.0
127,127.0,104.0,10.0
128,128.0,104.0,10.0
129,129.0,105.0,10.0
130,130.0,104.0,10.0
131,131.0,104.0,10.0
132,132.0,105.0,10.0
133,133.0,106.0,10.0
134,134.0,107.0,10.0
135,135.0,110.0,10.0
136,136.0,113.0,9.0
137,137.0,117.0,10.0
138,138.0,121.0,10.0
139,139.0,127.0,9.0
140,140.0,133.0,10.0
141,141.0,139.0,10.0
142,142.0,145.0,10.0
143,143.0,150.0,10.0
144,144.0,153.0,10.0
145,145.0,156.0,10.0
146,146.0,157.0,10.0
147,147.0,159.0,10.0
148,148.0,161.0,10.0
149,149.0,163.0,10.0
150,150.0,167.0,10.0
151,151.0,173.0,10.0
152,152.0,180.0,10.0
153,153.0,189.0,10.0
154,154.0,198.0,10.0
155,155.0,207.0,10.0
156,156.0,215.0,10.0
157,157.0,221.0,10.0
158,158.0,225.0,10.0
159,159.0,227.0,9.0
160,160.0,228.0,9.0
161,161.0,227.0,9.0
162,162.0,224.0,10.0
163,163.0,221.0,10.0
164,164.0,218.0,10.0
165,165.0,214.0,10.0
166,166.0,209.0,10.0
167,167.0,205.0,10.0
168,168.0,200.0,10.0
169,169.0,195.0,9.0
170,170.0,189.0,10.0
171,171.0,184.0,10.0
172,172.0,179.0,10.0
173,173.0,176.0,10.0
174,174.0,174.0,10.0
175,175.0,174.0,10.0
176,176.0,175.0,10.0
177,177.0,178.0,10.0
178,178.0,181.0,10.0
179,179.0,183.0,10.0
180,180.0,185.0,10.0
181,181.0,185.0,10.0
182,182.0,184.0,10.0
183,183.0,182.0,10.0
184,184.0,179.0,10.0
185,185.0,177.0,10.0
186,186.0,174.0,10.0
187,187.0,171.0,10.0
188,188.0,168.0,10.0
189,189.0,165.0,10.0
190,190.0,161.0,10.0
191,191.0,159.0,10.0
192,192.0,158.0,10.0
193,193.0,159.0,10.0
194,194.0,161.0,10.0
195,195.0,163.0,10.0
196,196.0,166.0,10.0
197,197.0,169.0,10.0
198,198.0,172.0,10.0
199,199.0,175.0,10.0
200,200.0,177.0,10.0
201,201.0,178.0,10.0
202,202.0,179.0,10.0
203,203.0,180.0,10.0
204,204.0,180.0,10.0
205,205.0,180.0,10.0
206,206.0,180.0,10.0
207,207.0,178.0,10.0
208,208.0,176.0,10.0
209,209.0,173.0,10.0
210,210.0,170.0,10.0
211,211.0,167.0,10.0
212,212.0,165.0,10.0
213,213.0,163.0,10.0
214,214.0,162.0,10.0
215,215.0,161.0,10.0
216,216.0,160.0,10.0
217,217.0,159.0,10.0
218,218.0,157.0,10.0
219,219.0,154.0,10.0
220,220.0,149.0,10.0
221,221.0,145.0,10.0
222,222.0,140.0,10.0
223,223.0,135.0,10.0
224,224.0,131.0,9.0
225,225.0,127.0,9.0
226,226.0,123.0,9.0
227,227.0,119.0,9.0
228,228.0,115.0,9.0
229,229.0,111.0,10.0
230,230.0,107.0,10.0
231,231.0,103.0,10.0
232,232.0,100.0,10.0
233,233.0,97.0,10.0
234,234.0,96.0,10.0
235,235.0,96.0,10.0
236,236.0,97.0,10.0
237,237.0,98.0,10.0
238,238.0,99.0,10.0
239,239.0,101.0,10.0
240,240.0,103.0,10.0
241,241.0,105.0,10.0
242,242.0,107.0,10.0
243,243.0,108.0,10.0
244,244.0,108.0,10.0
245,245.0,108.0,10.0
246,246.0,108.0,10.0
247,247.0,107.0,10.0
248,248.0,107.0,10.0
249,249.0,108.0,10.0
250,250.0,110.0,10.0
251,251.0,112.0,10.0
252,252.0,115.0,9.0
253,253.0,118.0,9.0
254,254.0,122.0,10.0
255,255.0,125.0,9.0
256,256.0,129.0,9.0
257,257.0,132.0,9.0
258,258.0,135.0,10.0
259,259.0,138.0,10.0
260,260.0,141.0,10.0
261,261.0,144.0,10.0
262,262.0,147.0,10.0
263,263.0,150.0,10.0
264,264.0,153.0,10.0
265,265.0,156.0,10.0
266,266.0,159.0,10.0
267,267.0,163.0,10.0
268,268.0,166.0,10.0
269,269.0,168.0,10.0
270,270.0,171.0,10.0
271,271.0,173.0,10.0
272,272.0,175.0,10.0
273,273.0,176.0,10.0
274,274.0,176.0,10.0
275,275.0,176.0,10.0
276,276.0,176.0,10.0
277,277.0,177.0,10.0
278,278.0,179.0,10.0
279,279.0,183.0,10.0
280,280.0,187.0,10.0
281,281.0,192.0,10.0
282,282.0,196.0,10.0
283,283.0,201.0,10.0
284,284.0,206.0,10.0
285,285.0,210.0,10.0
286,286.0,214.0,10.0
287,287.0,217.0,10.0
288,288.0,221.0,10.0
289,289.0,225.0,10.0
290,290.0,229.0,9.0
291,291.0,233.0,9.0
292,292.0,236.0,9.0
293,293.0,239.0,9.0
294,294.0,242.0,9.0
295,295.0,244.0,9.0
296,296.0,245.0,9.0
297,297.0,247.0,9.0
298,298.0,248.0,9.0
299,299.0,250.0,9.0
300,300.0,252.0,9.0
301,301.0,254.0,9.0
302,302.0,257.0,9.0
303,303.0,261.0,9.0
304,304.0,264.0,9.0
305,305.0,267.0,10.0
306,306.0,270.0,10.0
307,307.0,274.0,10.0
308,308.0,278.0,10.0
309,309.0,282.0,10.0
310,310.0,287.0,10.0
311,311.0,291.0,10.0
312,312.0,295.0,10.0
313,313.0,298.0,10.0
314,314.0,302.0,10.0
315,315.0,306.0,10.0
316,316.0,311.0,10.0
317,317.0,315.0,10.0
318,318.0,320.0,10.0
319,319.0,324.0,10.0
320,320.0,326.0,10.0
321,321.0,328.0,10.0
322,322.0,330.0,10.0
323,323.0,330.0,10.0
324,324.0,329.0,10.0
325,325.0,329.0,10.0
326,326.0,330.0,10.0
327,327.0,331.0,10.0
328,328.0,333.0,10.0
329,329.0,337.0,10.0
330,330.0,341.0,10.0
331,331.0,345.0,10.0
332,332.0,348.0,10.0
333,333.0,352.0,10.0
334,334.0,355.0,10.0
335,335.0,356.0,10.0
336,336.0,357.0,10.0
337,337.0,357.0,10.0
338,338.0,357.0,10.0
339,339.0,357.0,10.0
340,340.0,358.0,10.0
341,341.0,360.0,10.0
342,342.0,362.0,10.0
343,343.0,364.0,10.0
344,344.0,366.0,10.0
345,345.0,366.0,10.0
346,346.0,365.0,10.0
347,347.0,363.0,10.0
348,348.0,360.0,10.0
349,349.0,357.0,10.0
350,350.0,355.0,10.0
351,351.0,354.0,10.0
352,352.0,353.0,10.0
353,353.0,352.0,10.0
354,354.0,351.0,10.0
355,355.0,351.0,10.0
356,356.0,349.0,10.0
357,357.0,347.0,10.0
358,358.0,345.0,10.0
359,359.0,343.0,10.0
360,360.0,340.0,10.0
361,361.0,338.0,10.0
362,362.0,336.0,10.0
363,363.0,335.0,10.0
364,364.0,334.0,10.0
365,365.0,334.0,10.0
366,366.0,335.0,10.0
367,367.0,335.0,10.0
368,368.0,335.0,10.0
369,369.0,335.0,10.0
370,370.0,335.0,10.0
371,371.0,334.0,10.0
372,372.0,334.0,10.0
373,373.0,333.0,10.0
374,374.0,332.0,10.0
375,375.0,330.0,10.0
376,376.0,329.0,10.0
377,377.0,327.0,10.0
378,378.0,326.0,10.0
379,379.0,324.0,10.0
380,380.0,323.0,10.0
381,381.0,321.0,10.0
382,382.0,321.0,10.0
383,383.0,321.0,10.0
384,384.0,322.0,10.0
385,385.0,323.0,10.0
386,386.0,325.0,10.0
387,387.0,326.0,10.0
388,388.0,327.0,10.0
389,389.0,326.0,10.0
390,390.0,325.0,10.0
391,391.0,323.0,10.0
392,392.0,321.0,10.0
393,393.0,320.0,10.0
394,394.0,318.0,10.0
395,395.0,317.0,10.0
396,396.0,316.0,10.0
397,397.0,315.0,10.0
398,398.0,313.0,10.0
399,399.0,311.0,10.0
400,400.0,309.0,10.0
401,401.0,307.0,10.0
402,402.0,307.0,10.0
403,403.0,307.0,10.0
404,404.0,308.0,10.0
405,405.0,309.0,10.0
406,406.0,310.0,10.0
407,407.0,311.0,10.0
408,408.0,310.0,10.0
409,409.0,309.0,10.0
410,410.0,308.0,10.0
411,411.0,306.0,10.0
412,412.0,304.0,10.0
413,413.0,302.0,10.0
414,414.0,300.0,10.0
415,415.0,299.0,10.0
416,416.0,298.0,10.0
417,417.0,298.0,10.0
418,418.0,299.0,10.0
419,419.0,301.0,10.0
420,420.0,303.0,10.0
421,421.0,306.0,10.0
422,422.0,309.0,10.0
423,423.0,313.0,10.0
424,424.0,317.0,10.0
425,425.0,321.0,10.0
426,426.0,325.0,10.0
427,427.0,328.0,10.0
428,428.0,331.0,10.0
429,429.0,334.0,10.0
430,430.0,336.0,10.0
431,431.0,339.0,10.0
432,432.0,340.0,10.0
433,433.0,341.0,10.0
434,434.0,341.0,10.0
435,435.0,341.0,10.0
436,436.0,341.0,10.0
437,437.0,341.0,10.0
438,438.0,342.0,10.0
439,439.0,343.0,10.0
440,440.0,345.0,10.0
441,441.0,346.0,10.0
442,442.0,348.0,10.0
443,443.0,349.0,10.0
444,444.0,350.0,10.0
445,445.0,351.0,10.0
446,446.0,352.0,10.0
447,447.0,353.0,10.0
448,448.0,354.0,10.0
449,449.0,355.0,10.0
450,450.0,355.0,10.0
451,451.0,355.0,10.0
452,452.0,356.0,10.0
453,453.0,356.0,10.0
454,454.0,357.0,10.0
455,455.0,358.0,10.0
456,456.0,360.0,10.0
457,457.0,361.0,10.0
458,458.0,363.0,10.0
459,459.0,364.0,10.0
460,460.0,365.0,10.0
461,461.0,366.0,10.0
462,462.0,367.0,10.0
463,463.0,368.0,10.0
464,464.0,368.0,10.0
465,465.0,368.0,10.0
466,466.0,368.0,10.0
467,467.0,368.0,10.0
468,468.0,369.0,10.0
469,469.0,370.0,10.0
470,470.0,371.0,10.0
471,471.0,373.0,10.0
472,472.0,375.0,10.0
473,473.0,377.0,10.0
474,474.0,380.0,10.0
475,475.0,383.0,10.0
476,476.0,386.0,10.0
477,477.0,388.0,10.0
478,478.0,390.0,10.0
479,479.0,391.0,10.0
480,480.0,391.0,10.0
481,481.0,392.0,10.0
482,482.0,393.0,10.0
483,483.0,394.0,10.0
484,484.0,395.0,10.0
485,485.0,394.0,10.0
486,486.0,393.0,10.0
487,487.0,392.0,10.0
488,488.0,391.0,10.0
489,489.0,392.0,10.0
490,490.0,393.0,10.0
491,491.0,397.0,10.0
492,492.0,401.0,10.0
493,493.0,406.0,10.0
494,494.0,411.0,10.0
495,495.0,416.0,10.0
496,496.0,420.0,10.0
497,497.0,423.0,9.0
498,498.0,425.0,9.0
499,499.0,427.0,10.0
500,500.0,429.0,10.0
501,501.0,432.0,10.0
502,502.0,435.0,10.0
503,503.0,439.0,10.0
504,504.0,443.0,10.0
505,505.0,446.0,10.0
506,506.0,450.0,10.0
507,507.0,454.0,10.0
508,508.0,457.0,10.0
509,509.0,460.0,10.0
510,510.0,463.0,9.0
511,511.0,465.0,9.0
512,512.0,468.0,9.0
513,513.0,471.0,10.0
514,514.0,475.0,10.0
515,515.0,478.0,10.0
516,516.0,482.0,10.0
517,517.0,484.0,10.0
518,518.0,486.0,10.0
519,519.0,488.0,10.0
520,520.0,489.0,10.0
521,521.0,490.0,10.0
522,522.0,491.0,10.0
523,523.0,493.0,10.0
524,524.0,496.0,10.0
525,525.0,500.0,10.0
526,526.0,504.0,10.0
527,527.0,509.0,10.0
528,528.0,514.0,10.0
529,529.0,518.0,10.0
530,530.0,522.0,10.0
531,531.0,524.0,10.0
532,532.0,525.0,10.0
533,533.0,526.0,10.0
534,534.0,526.0,10.0
535,535.0,526.0,10.0
536,536.0,526.0,10.0
537,537.0,527.0,10.0
538,538.0,529.0,10.0
539,539.0,531.0,10.0
540,540.0,534.0,10.0
541,541.0,538.0,10.0
542,542.0,542.0,10.0
543,543.0,546.0,10.0
544,544.0,551.0,10.0
545,545.0,555.0,10.0
546,546.0,558.0,10.0
547,547.0,561.0,10.0
548,548.0,564.0,10.0
549,549.0,566.0,10.0
550,550.0,568.0,10.0
551,551.0,570.0,10.0
552,552.0,574.0,10.0
553,553.0,578.0,11.0
554,554.0,583.0,11.0
555,555.0,589.0,11.0
556,556.0,594.0,10.0
557,557.0,599.0,10.0
558,558.0,605.0,10.0
559,559.0,610.0,10.0
560,560.0,615.0,10.0
561,561.0,620.0,10.0
562,562.0,624.0,10.0
563,563.0,628.0,10.0
564,564.0,631.0,10.0
565,565.0,633.0,10.0
566,566.0,635.0,10.0
567,567.0,637.0,10.0
568,568.0,640.0,11.0
569,569.0,643.0,11.0
570,570.0,646.0,11.0
571,571.0,651.0,11.0
572,572.0,655.0,11.0
573,573.0,659.0,11.0
574,574.0,663.0,11.0
575,575.0,665.0,11.0
576,576.0,665.0,11.0
577,577.0,664.0,11.0
578,578.0,662.0,11.0
579,579.0,660.0,11.0
580,580.0,656.0,11.0
581,581.0,653.0,11.0
582,582.0,649.0,10.0
583,583.0,645.0,11.0
584,584.0,642.0,11.0
585,585.0,638.0,11.0
586,586.0,635.0,10.0
587,587.0,631.0,10.0
588,588.0,628.0,10.0
589,589.0,626.0,10.0
590,590.0,623.0,10.0
591,591.0,619.0,10.0
592,592.0,616.0,10.0
593,593.0,612.0,10.0
594,594.0,607.0,10.0
595,595.0,603.0,10.0
596,596.0,599.0,10.0
597,597.0,595.0,10.0
598,598.0,592.0,11.0
599,599.0,591.0,11.0
600,600.0,590.0,11.0
601,601.0,590.0,11.0
602,602.0,590.0,11.0
603,603.0,589.0,11.0
604,604.0,589.0,11.0
605,605.0,588.0,11.0
606,606.0,587.0,11.0
607,607.0,587.0,11.0
608,608.0,587.0,11.0
609,609.0,587.0,11.0
610,610.0,587.0,11.0
611,611.0,587.0,11.0
612,612.0,587.0,11.0
613,613.0,586.0,11.0
614,614.0,585.0,11.0
615,615.0,583.0,11.0
616,616.0,582.0,11.0
617,617.0,581.0,11.0
618,618.0,580.0,11.0
619,619.0,580.0,11.0
620,620.0,580.0,11.0
621,621.0,582.0,11.0
622,622.0,584.0,11.0
623,623.0,588.0,11.0
624,624.0,592.0,11.0
625,625.0,597.0,10.0
626,626.0,601.0,10.0
627,627.0,606.0,10.0
628,628.0,610.0,10.0
629,629.0,614.0,10.0
630,630.0,618.0,10.0
631,631.0,621.0,10.0
632,632.0,623.0,10.0
633,633.0,625.0,10.0
634,634.0,625.0,10.0
635,635.0,625.0,10.0
636,636.0,625.0,10.0
637,637.0,625.0,10.0
638,638.0,625.0,10.0
639,639.0,625.0,10.0
640,640.0,626.0,10.0
641,641.0,627.0,10.0
642,642.0,628.0,10.0
643,643.0,630.0,10.0
644,644.0,633.0,10.0
645,645.0,637.0,10.0
646,646.0,641.0,11.0
647,647.0,645.0,11.0
648,648.0,650.0,11.0
649,649.0,654.0,11.0
650,650.0,659.0,11.0
651,651.0,663.0,11.0
652,652.0,668.0,11.0
653,653.0,672.0,11.0
654,654.0,675.0,11.0
655,655.0,678.0,11.0
656,656.0,680.0,11.0
657,657.0,681.0,11.0
658,658.0,683.0,11.0
659,659.0,684.0,11.0
660,660.0,686.0,11.0
661,661.0,688.0,11.0
662,662.0,689.0,11.0
663,663.0,692.0,11.0
664,664.0,694.0,11.0
665,665.0,696.0,11.0
666,666.0,699.0,11.0
667,667.0,703.0,11.0
668,668.0,707.0,11.0
669,669.0,712.0,11.0
670,670.0,718.0,11.0
671,671.0,725.0,10.0
672,672.0,732.0,11.0
673,673.0,739.0,10.0
674,674.0,745.0,11.0
675,675.0,750.0,11.0
676,676.0,754.0,11.0
677,677.0,758.0,11.0
678,678.0,761.0,11.0
679,679.0,764.0,11.0
680,680.0,767.0,11.0
681,681.0,771.0,11.0
682,682.0,774.0,11.0
683,683.0,778.0,11.0
684,684.0,781.0,11.0
685,685.0,785.0,10.0
686,686.0,788.0,10.0
687,687.0,792.0,11.0
688,688.0,795.0,11.0
689,689.0,797.0,10.0
690,690.0,800.0,11.0
691,691.0,802.0,11.0
692,692.0,803.0,11.0
693,693.0,804.0,11.0
694,694.0,805.0,11.0
695,695.0,805.0,11.0
696,696.0,806.0,11.0
697,697.0,807.0,11.0
698,698.0,808.0,11.0
699,699.0,809.0,11.0
700,700.0,809.0,11.0
701,701.0,808.0,11.0
702,702.0,808.0,11.0
703,703.0,807.0,11.0
704,704.0,806.0,11.0
705,705.0,805.0,11.0
706,706.0,804.0,11.0
707,707.0,803.0,11.0
708,708.0,802.0,11.0
709,709.0,801.0,11.0
710,710.0,800.0,11.0
711,711.0,799.0,11.0
712,712.0,798.0,11.0
713,713.0,797.0,10.0
714,714.0,797.0,10.0
715,715.0,797.0,10.0
716,716.0,797.0,10.0
717,717.0,799.0,11.0
718,718.0,800.0,11.0
719,719.0,802.0,11.0
720,720.0,803.0,11.0
721,721.0,805.0,11.0
722,722.0,806.0,11.0
723,723.0,808.0,11.0
724,724.0,809.0,11.0
725,725.0,812.0,11.0
726,726.0,815.0,10.0
727,727.0,819.0,10.0
728,728.0,824.0,10.0
729,729.0,829.0,10.0
730,730.0,835.0,10.0
731,731.0,842.0,11.0
732,732.0,848.0,10.0
733,733.0,853.0,11.0
734,734.0,857.0,10.0
735,735.0,860.0,11.0
736,736.0,862.0,10.0
737,737.0,864.0,10.0
738,738.0,866.0,10.0
739,739.0,867.0,10.0
740,740.0,868.0,10.0
741,741.0,869.0,10.0
742,742.0,870.0,10.0
743,743.0,871.0,10.0
744,744.0,871.0,10.0
745,745.0,871.0,10.0
746,746.0,871.0,10.0
747,747.0,872.0,10.0
748,748.0,874.0,10.0
749,749.0,876.0,10.0
750,750.0,879.0,10.0
751,751.0,881.0,10.0
752,752.0,882.0,10.0
753,753.0,883.0,10.0
754,754.0,882.0,10.0
755,755.0,881.0,10.0
756,756.0,879.0,10.0
757,757.0,876.0,10.0
758,758.0,874.0,10.0
759,759.0,872.0,10.0
760,760.0,870.0,10.0
761,761.0,869.0,10.0
762,762.0,868.0,10.0
763,763.0,867.0,10.0
764,764.0,865.0,10.0
765,765.0,864.0,10.0
766,766.0,863.0,10.0
767,767.0,863.0,10.0
768,768.0,864.0,10.0
769,769.0,866.0,10.0
770,770.0,868.0,10.0
771,771.0,871.0,10.0
772,772.0,874.0,10.0
773,773.0,877.0,10.0
774,774.0,879.0,10.0
775,775.0,881.0,10.0
776,776.0,883.0,10.0
777,777.0,883.0,10.0
778,778.0,883.0,10.0
779,779.0,883.0,10.0
780,780.0,882.0,10.0
781,781.0,882.0,10.0
782,782.0,882.0,10.0
783,783.0,884.0,10.0
784,784.0,886.0,10.0
785,785.0,889.0,10.0
786,786.0,893.0,10.0
787,787.0,896.0,10.0
788,788.0,899.0,10.0
789,789.0,903.0,11.0
790,790.0,906.0,11.0
791,791.0,910.0,10.0
792,792.0,914.0,10.0
793,793.0,919.0,10.0
794,794.0,923.0,10.0
795,795.0,928.0,10.0
796,796.0,933.0,10.0
797,797.0,937.0,10.0
798,798.0,940.0,10.0
799,799.0,942.0,10.0
800,800.0,944.0,10.0
801,801.0,945.0,10.0
802,802.0,947.0,10.0
803,803.0,948.0,10.0
804,804.0,949.0,10.0
805,805.0,950.0,10.0
806,806.0,950.0,10.0
807,807.0,950.0,10.0
808,808.0,950.0,10.0
809,809.0,948.0,10.0
810,810.0,946.0,10.0
811,811.0,944.0,10.0
812,812.0,942.0,10.0
813,813.0,940.0,10.0
814,814.0,939.0,10.0
815,815.0,939.0,10.0
816,816.0,940.0,10.0
817,817.0,941.0,10.0
818,818.0,942.0,10.0
819,819.0,942.0,10.0
820,820.0,943.0,10.0
821,821.0,943.0,10.0
822,822.0,944.0,10.0
823,823.0,944.0,10.0
824,824.0,946.0,10.0
825,825.0,947.0,10.0
826,826.0,949.0,10.0
827,827.0,950.0,10.0
828,828.0,951.0,10.0
829,829.0,952.0,10.0
830,830.0,952.0,10.0
831,831.0,953.0,10.0
832,832.0,954.0,10.0
833,833.0,955.0,10.0
834,834.0,956.0,10.0
835,835.0,957.0,10.0
836,836.0,959.0,10.0
837,837.0,960.0,10.0
838,838.0,961.0,10.0
839,839.0,961.0,10.0
840,840.0,961.0,10.0
841,841.0,960.0,10.0
842,842.0,959.0,10.0
843,843.0,957.0,10.0
844,844.0,955.0,10.0
845,845.0,953.0,10.0
846,846.0,951.0,10.0
847,847.0,949.0,10.0
848,848.0,947.0,10.0
849,849.0,945.0,10.0
850,850.0,944.0,10.0
851,851.0,943.0,10.0
852,852.0,943.0,10.0
853,853.0,944.0,10.0
854,854.0,945.0,10.0
855,855.0,947.0,10.0
856,856.0,950.0,10.0
857,857.0,953.0,10.0
858,858.0,955.0,10.0
859,859.0,956.0,10.0
860,860.0,957.0,10.0
861,861.0,957.0,10.0
862,862.0,957.0,10.0
863,863.0,956.0,10.0
864,864.0,954.0,10.0
865,865.0,952.0,10.0
866,866.0,950.0,10.0
867,867.0,947.0,10.0
868,868.0,943.0,10.0
869,869.0,939.0,10.0
870,870.0,935.0,10.0
871,871.0,930.0,10.0
872,872.0,926.0,10.0
873,873.0,924.0,10.0
874,874.0,922.0,10.0
875,875.0,921.0,10.0
876,876.0,921.0,10.0
877,877.0,921.0,10.0
878,878.0,921.0,10.0
879,879.0,921.0,10.0
880,880.0,921.0,10.0
881,881.0,921.0,10.0
882,882.0,921.0,10.0
883,883.0,921.0,10.0
884,884.0,922.0,10.0
885,885.0,922.0,10.0
886,886.0,922.0,10.0
887,887.0,922.0,10.0
888,888.0,922.0,10.0
889,889.0,921.0,10.0
890,890.0,920.0,10.0
891,891.0,918.0,10.0
892,892.0,917.0,10.0
893,893.0,915.0,10.0
894,894.0,914.0,10.0
895,895.0,914.0,10.0
896,896.0,917.0,10.0
897,897.0,921.0,10.0
898,898.0,926.0,10.0
899,899.0,931.0,10.0
900,900.0,936.0,10.0
901,901.0,940.0,10.0
902,902.0,944.0,10.0
903,903.0,948.0,10.0
904,904.0,950.0,10.0
905,905.0,952.0,10.0
906,906.0,954.0,10.0
907,907.0,955.0,10.0
908,908.0,956.0,10.0
909,909.0,957.0,10.0
910,910.0,959.0,10.0
911,911.0,961.0,10.0
912,912.0,963.0,10.0
913,913.0,966.0,10.0
914,914.0,969.0,10.0
915,915.0,972.0,10.0
916,916.0,976.0,10.0
917,917.0,980.0,10.0
918,918.0,984.0,11.0
919,919.0,988.0,13.0
920,920.0,992.0,12.0
921,921.0,995.0,12.0
922,922.0,999.0,13.0
923,923.0,1002.0,13.0
924,924.0,1006.0,13.0
925,925.0,1009.0,13.0
926,926.0,1014.0,13.0
927,927.0,1019.0,13.0
928,928.0,1025.0,13.0
929,929.0,1030.0,12.0
930,930.0,1035.0,12.0
931,931.0,1039.0,12.0
932,932.0,1042.0,13.0
933,933.0,1044.0,13.0
934,934.0,1046.0,13.0
935,935.0,1046.0,13.0
936,936.0,1047.0,13.0
937,937.0,1048.0,13.0
938,938.0,1049.0,12.0
939,939.0,1050.0,12.0
940,940.0,1051.0,12.0
941,941.0,1052.0,12.0
942,942.0,1051.0,12.0
943,943.0,1050.0,12.0
944,944.0,1047.0,13.0
945,945.0,1044.0,13.0
946,946.0,1040.0,12.0
947,947.0,1036.0,12.0
948,948.0,1033.0,12.0
949,949.0,1030.0,12.0
950,950.0,1028.0,12.0
951,951.0,1027.0,13.0
952,952.0,1027.0,13.0
953,953.0,1030.0,12.0
954,954.0,1035.0,12.0
955,955.0,1043.0,13.0
956,956.0,1054.0,12.0
957,957.0,1066.0,14.0
958,958.0,1077.0,14.0
959,959.0,1085.0,13.0
960,960.0,1091.0,14.0
961,961.0,1094.0,14.0
962,962.0,1096.0,14.0
963,963.0,1097.0,14.0
964,964.0,1096.0,14.0
965,965.0,1095.0,14.0
966,966.0,1094.0,14.0
967,967.0,1093.0,14.0
968,968.0,1092.0,14.0
969,969.0,1091.0,14.0
970,970.0,1091.0,14.0
971,971.0,1093.0,14.0
972,972.0,1096.0,14.0
973,973.0,1100.0,13.0
974,974.0,1104.0,13.0
975,975.0,1109.0,14.0
976,976.0,1113.0,16.0
977,977.0,1116.0,16.0
978,978.0,1118.0,15.0
979,979.0,1119.0,15.0
980,980.0,1119.0,15.0
981,981.0,1118.0,15.0
982,982.0,1116.0,16.0
983,983.0,1115.0,16.0
984,984.0,1113.0,16.0
985,985.0,1113.0,16.0
986,986.0,1112.0,15.0
987,987.0,1112.0,15.0
988,988.0,1112.0,15.0
989,989.0,1113.0,16.0
990,990.0,1113.0,16.0
991,991.0,1114.0,16.0
992,992.0,1115.0,16.0
